Day,Campaign,User Engagement,Banner,Placement,Displays,Cost,Clicks,Revenue,Post Click Conversions,Post Click Sales Amount
2020-04-27,Spring Push,High Intent,320x50,Gaming App,5442,23.84,39,36.35,2,267.69
2020-04-27,Summer Sale,High Intent,300x250,Video Platform,4807,14.23,56,42.45,6,733.54
2020-04-27,Retention,High Intent,320x50,Video Platform,4841,13.19,40,31.08,2,195.59
2020-04-28,Awareness,Medium Intent,300x250,E-commerce,4351,20.92,29,15.02,3,294.74
2020-04-28,Spring Push,High Intent,320x50,Lifestyle Blog,4096,6.93,34,42.4,2,230.73
2020-04-28,Spring Push,Low Intent,160x600,E-commerce,2519,12.56,20,4.63,0,0.0
2020-04-28,Spring Push,High Intent,160x600,News Site,3036,12.08,32,37.14,1,90.54
2020-04-28,Retention,Medium Intent,320x50,News Site,5016,26.43,22,11.05,0,0.0
2020-04-28,Awareness,High Intent,728x90,E-commerce,3952,11.43,22,10.53,2,146.64
2020-04-28,Summer Sale,Medium Intent,160x600,Gaming App,2365,4.18,22,17.86,2,176.25
2020-04-28,Retention,Medium Intent,300x250,E-commerce,4299,12.24,36,43.25,1,61.4
2020-04-28,Awareness,High Intent,320x50,Social App,5227,18.35,18,9.47,0,0.0
2020-04-28,Spring Push,High Intent,320x50,Lifestyle Blog,4603,12.08,35,41.33,2,119.52
2020-04-28,Spring Push,Medium Intent,320x50,Gaming App,5655,22.46,42,42.45,1,122.86
2020-04-28,Retention,Medium Intent,320x50,Gaming App,6019,9.25,35,30.8,1,141.62
2020-04-28,Retention,Medium Intent,320x50,News Site,4396,11.79,21,12.39,0,0.0
2020-04-28,Awareness,Medium Intent,300x250,News Site,4619,6.71,39,23.23,0,0.0
2020-04-28,Awareness,High Intent,728x90,Video Platform,3641,7.04,43,38.1,2,128.2
2020-04-28,Summer Sale,High Intent,300x250,News Site,3893,15.39,43,13.83,3,333.32
2020-04-28,Spring Push,Low Intent,320x50,Lifestyle Blog,4380,6.98,16,10.64,0,0.0
2020-04-28,Awareness,High Intent,300x250,Social App,4590,18.0,51,28.48,3,244.69
2020-04-28,Summer Sale,Medium Intent,320x50,News Site,4417,10.18,23,12.1,2,157.42
2020-04-28,Spring Push,High Intent,300x250,E-commerce,3796,20.96,44,46.96,0,0.0
2020-04-28,Awareness,Low Intent,300x250,Lifestyle Blog,3883,15.98,36,10.02,0,0.0
2020-04-28,Summer Sale,Medium Intent,300x250,Video Platform,4689,11.74,35,10.48,0,0.0
2020-04-28,Retention,Medium Intent,728x90,Video Platform,4198,14.83,23,18.34,1,54.93
2020-04-29,Summer Sale,High Intent,160x600,Lifestyle Blog,1600,4.09,15,13.52,2,158.46
2020-04-29,Awareness,Medium Intent,300x250,Social App,4559,15.62,46,16.72,1,104.55
2020-04-29,Summer Sale,High Intent,160x600,Gaming App,2131,4.07,9,2.44,2,81.23
2020-04-29,Spring Push,Medium Intent,728x90,Video Platform,3301,10.7,24,26.66,2,60.56
2020-04-29,Summer Sale,Medium Intent,728x90,Gaming App,3998,10.56,29,15.2,1,99.45
2020-04-29,Spring Push,High Intent,300x250,Gaming App,4876,9.73,43,28.24,2,338.38
2020-04-29,Awareness,Low Intent,320x50,Lifestyle Blog,5132,9.61,5,5.22,0,0.0
2020-04-29,Summer Sale,High Intent,728x90,Lifestyle Blog,2813,6.11,29,20.94,2,111.77
2020-04-29,Awareness,Medium Intent,728x90,Gaming App,3308,5.65,16,15.27,0,0.0
2020-04-29,Awareness,High Intent,320x50,Lifestyle Blog,4018,4.84,38,59.7,1,90.19
2020-04-29,Awareness,Medium Intent,320x50,E-commerce,5218,27.93,26,23.93,1,70.02
2020-04-29,Retention,High Intent,160x600,Gaming App,2441,6.91,20,19.17,0,0.0
2020-04-29,Awareness,High Intent,728x90,E-commerce,3202,10.91,22,35.14,1,51.14
2020-04-29,Retention,Medium Intent,300x250,Video Platform,4711,7.91,40,39.0,1,86.53
2020-04-29,Summer Sale,Low Intent,728x90,Gaming App,4349,19.22,32,21.38,0,0.0
2020-04-29,Awareness,Low Intent,300x250,Gaming App,4902,17.22,38,10.66,0,0.0
2020-04-29,Summer Sale,High Intent,160x600,Social App,2570,11.05,18,17.25,0,0.0
2020-04-29,Awareness,Medium Intent,320x50,Gaming App,6249,19.91,19,13.76,0,0.0
2020-04-30,Spring Push,Medium Intent,320x50,E-commerce,5041,14.47,27,19.72,1,128.43
2020-04-30,Summer Sale,Medium Intent,320x50,E-commerce,5432,20.27,38,30.5,0,0.0
2020-04-30,Spring Push,Medium Intent,160x600,Video Platform,2885,16.19,9,5.52,0,0.0
2020-04-30,Spring Push,High Intent,728x90,Video Platform,4205,19.27,29,15.25,1,67.51
2020-04-30,Awareness,High Intent,300x250,E-commerce,4128,20.9,37,18.39,2,157.34
2020-04-30,Summer Sale,Low Intent,160x600,Gaming App,3278,14.26,20,7.6,0,0.0
2020-04-30,Spring Push,High Intent,160x600,Social App,2593,6.17,20,24.31,0,0.0
2020-04-30,Retention,Medium Intent,320x50,Gaming App,5999,17.81,33,28.05,0,0.0
2020-04-30,Retention,High Intent,300x250,Gaming App,4827,20.88,39,19.4,1,60.13
2020-04-30,Spring Push,High Intent,300x250,News Site,3945,15.97,39,31.17,2,236.54
2020-04-30,Retention,High Intent,160x600,Gaming App,3274,5.18,27,29.57,1,62.13
2020-04-30,Retention,Medium Intent,160x600,Gaming App,3025,4.84,17,15.79,0,0.0
2020-04-30,Spring Push,Medium Intent,320x50,Lifestyle Blog,4998,11.23,27,25.11,1,93.21
2020-04-30,Spring Push,High Intent,300x250,News Site,4063,13.02,31,38.79,2,196.58
2020-04-30,Awareness,Medium Intent,728x90,Video Platform,4390,24.08,30,29.69,0,0.0
2020-04-30,Retention,Medium Intent,728x90,Lifestyle Blog,3375,12.22,25,9.22,2,276.5
2020-04-30,Summer Sale,Low Intent,728x90,Gaming App,4019,6.63,25,19.89,0,0.0
2020-04-30,Retention,High Intent,320x50,Gaming App,5847,9.23,25,13.32,2,73.31
2020-04-30,Spring Push,Medium Intent,728x90,Gaming App,4683,7.49,39,13.5,1,63.53
2020-04-30,Summer Sale,Medium Intent,728x90,Social App,3811,7.23,32,6.02,2,174.75
2020-04-30,Awareness,Medium Intent,300x250,E-commerce,4454,15.47,35,36.35,2,262.93
2020-04-30,Spring Push,Medium Intent,728x90,Lifestyle Blog,3591,10.14,28,17.76,0,0.0
2020-04-30,Awareness,High Intent,300x250,Lifestyle Blog,2908,10.96,24,31.36,1,52.22
2020-04-30,Summer Sale,Medium Intent,160x600,E-commerce,3032,15.5,19,18.97,2,146.23
2020-05-01,Summer Sale,Medium Intent,300x250,Lifestyle Blog,2648,4.01,20,6.46,1,33.43
2020-05-01,Awareness,Low Intent,728x90,Video Platform,4225,10.12,19,11.17,0,0.0
2020-05-01,Awareness,Low Intent,300x250,Video Platform,4278,9.88,27,25.68,0,0.0
2020-05-01,Retention,High Intent,728x90,Lifestyle Blog,3127,9.89,34,37.73,4,559.52
2020-05-01,Spring Push,High Intent,728x90,E-commerce,3824,10.38,28,7.97,1,62.62
2020-05-01,Summer Sale,Medium Intent,728x90,E-commerce,3956,18.01,38,34.72,0,0.0
2020-05-01,Summer Sale,Medium Intent,320x50,Video Platform,5373,12.55,27,34.59,0,0.0
2020-05-01,Retention,Medium Intent,320x50,Lifestyle Blog,4221,7.1,31,24.89,0,0.0
2020-05-01,Retention,High Intent,320x50,E-commerce,5463,11.57,31,24.8,1,149.81
2020-05-01,Spring Push,Low Intent,300x250,Gaming App,5611,9.49,44,43.97,1,105.24
2020-05-01,Retention,High Intent,320x50,E-commerce,5214,25.6,34,22.89,3,108.83
2020-05-01,Summer Sale,Medium Intent,320x50,Gaming App,6713,26.71,30,27.65,1,102.02
2020-05-01,Summer Sale,Medium Intent,300x250,E-commerce,3515,9.42,25,10.76,0,0.0
2020-05-01,Spring Push,Medium Intent,728x90,Lifestyle Blog,2843,11.12,19,21.43,2,85.15
2020-05-01,Spring Push,High Intent,160x600,Social App,3059,10.93,25,26.91,1,110.52
2020-05-01,Summer Sale,Medium Intent,320x50,E-commerce,5263,22.14,20,17.95,3,145.6
2020-05-02,Spring Push,Medium Intent,160x600,E-commerce,2589,10.93,19,7.16,3,345.03
2020-05-02,Awareness,Medium Intent,300x250,Video Platform,5255,13.56,33,32.9,2,192.84
2020-05-02,Summer Sale,Medium Intent,320x50,News Site,4752,13.4,33,31.83,1,73.25
2020-05-02,Retention,High Intent,300x250,Gaming App,5533,15.42,67,49.67,6,644.94
2020-05-02,Awareness,High Intent,300x250,Gaming App,5436,17.21,38,13.58,2,132.37
2020-05-02,Spring Push,Medium Intent,728x90,Social App,4545,18.47,34,23.19,0,0.0
2020-05-02,Awareness,Low Intent,320x50,Social App,6494,30.05,15,12.01,1,123.17
2020-05-02,Retention,Medium Intent,728x90,News Site,2838,13.26,31,9.93,2,339.15
2020-05-02,Awareness,Medium Intent,728x90,Lifestyle Blog,3155,10.13,28,20.92,1,132.23
2020-05-02,Awareness,High Intent,160x600,E-commerce,1645,3.51,9,5.97,0,0.0
2020-05-02,Spring Push,High Intent,320x50,News Site,4464,19.11,44,28.06,2,166.64
2020-05-02,Awareness,Low Intent,728x90,Video Platform,4373,18.18,26,6.0,1,90.9
2020-05-02,Retention,High Intent,160x600,Social App,3157,5.81,24,14.11,2,135.62
2020-05-02,Summer Sale,Medium Intent,160x600,Video Platform,2679,5.39,10,6.05,0,0.0
2020-05-02,Summer Sale,Medium Intent,300x250,Video Platform,3581,13.31,23,14.41,1,70.21
2020-05-02,Spring Push,Medium Intent,160x600,Video Platform,2559,4.26,18,13.2,1,66.93
2020-05-02,Awareness,Medium Intent,320x50,Lifestyle Blog,3647,15.38,19,17.86,0,0.0
2020-05-02,Spring Push,Low Intent,300x250,Video Platform,5773,16.26,41,32.08,0,0.0
2020-05-02,Summer Sale,Medium Intent,160x600,News Site,2296,7.81,15,11.86,0,0.0
2020-05-02,Summer Sale,High Intent,320x50,Social App,5902,25.83,44,55.72,3,202.47
2020-05-02,Summer Sale,High Intent,160x600,Lifestyle Blog,1655,4.79,8,4.45,1,137.02
2020-05-02,Retention,Medium Intent,320x50,Lifestyle Blog,4614,10.9,21,7.87,1,108.43
2020-05-02,Spring Push,High Intent,320x50,News Site,3707,5.19,18,17.28,1,48.22
2020-05-02,Spring Push,Low Intent,728x90,Gaming App,4621,19.89,29,27.45,1,62.68
2020-05-02,Summer Sale,High Intent,320x50,Social App,6725,21.0,39,47.77,0,0.0
2020-05-02,Retention,Low Intent,160x600,Social App,3305,8.86,31,23.55,1,114.41
2020-05-02,Awareness,High Intent,160x600,Lifestyle Blog,1346,4.78,9,8.53,0,0.0
2020-05-02,Spring Push,Medium Intent,728x90,News Site,2867,9.82,25,11.45,1,60.46
2020-05-03,Summer Sale,Medium Intent,728x90,Gaming App,4777,18.12,30,34.32,1,97.0
2020-05-03,Spring Push,Medium Intent,300x250,Social App,5301,11.79,38,29.92,1,53.49
2020-05-03,Summer Sale,High Intent,728x90,E-commerce,4024,11.72,34,23.75,3,169.95
2020-05-03,Summer Sale,High Intent,160x600,News Site,2166,5.48,17,19.83,0,0.0
2020-05-03,Summer Sale,Medium Intent,320x50,News Site,4002,18.49,20,12.89,1,100.37
2020-05-03,Retention,Medium Intent,300x250,News Site,3648,12.72,28,5.49,3,226.64
2020-05-03,Awareness,Medium Intent,160x600,Social App,3020,9.97,15,6.96,0,0.0
2020-05-03,Summer Sale,Medium Intent,728x90,Video Platform,5040,12.2,27,17.32,1,66.32
2020-05-03,Retention,High Intent,300x250,E-commerce,3675,6.42,32,31.25,4,357.31
2020-05-03,Retention,Medium Intent,728x90,Video Platform,3670,10.32,26,12.67,1,155.71
2020-05-03,Retention,Low Intent,320x50,Social App,7946,26.61,39,38.57,1,77.51
2020-05-03,Spring Push,Low Intent,728x90,News Site,3689,15.77,37,27.17,1,86.64
2020-05-03,Summer Sale,Medium Intent,320x50,Lifestyle Blog,4189,7.22,16,27.17,0,0.0
2020-05-03,Retention,High Intent,300x250,Social App,4361,14.97,54,40.4,3,498.6
2020-05-03,Awareness,Medium Intent,300x250,Video Platform,5564,28.89,46,47.03,0,0.0
2020-05-03,Awareness,High Intent,728x90,Video Platform,4065,6.2,36,27.15,2,208.13
2020-05-03,Summer Sale,High Intent,300x250,Social App,5412,28.98,47,63.71,2,237.56
2020-05-03,Summer Sale,Medium Intent,728x90,Gaming App,4813,15.88,37,37.32,0,0.0
2020-05-03,Spring Push,Medium Intent,300x250,Lifestyle Blog,3769,14.94,53,33.41,1,188.79
2020-05-03,Awareness,High Intent,320x50,Lifestyle Blog,3929,13.03,16,11.98,1,113.18
2020-05-04,Retention,Medium Intent,300x250,News Site,3464,15.99,23,17.46,0,0.0
2020-05-04,Spring Push,High Intent,728x90,News Site,3833,7.77,35,39.22,4,389.23
2020-05-04,Spring Push,Low Intent,320x50,E-commerce,5786,10.25,23,20.41,0,0.0
2020-05-04,Awareness,Medium Intent,320x50,Gaming App,6391,22.48,45,43.63,3,351.26
2020-05-04,Summer Sale,High Intent,728x90,Lifestyle Blog,3980,12.42,27,7.5,0,0.0
2020-05-04,Spring Push,High Intent,728x90,Social App,3329,8.3,35,35.46,4,576.81
2020-05-04,Awareness,Medium Intent,300x250,Lifestyle Blog,4198,7.93,46,43.7,1,33.61
2020-05-04,Summer Sale,Medium Intent,728x90,News Site,2895,12.1,15,7.66,0,0.0
2020-05-04,Retention,High Intent,320x50,News Site,4720,17.52,31,36.71,1,111.27
2020-05-04,Summer Sale,Medium Intent,300x250,Lifestyle Blog,3386,5.63,31,25.07,1,107.95
2020-05-04,Retention,High Intent,728x90,Video Platform,3875,13.54,30,34.02,2,184.19
2020-05-04,Spring Push,High Intent,160x600,E-commerce,2544,4.44,21,23.46,1,73.27
2020-05-04,Awareness,High Intent,728x90,Video Platform,3751,12.31,31,16.06,0,0.0
2020-05-04,Awareness,Medium Intent,300x250,News Site,3791,7.13,36,38.02,3,174.72
2020-05-04,Awareness,Low Intent,160x600,E-commerce,2483,7.38,10,10.18,0,0.0
2020-05-04,Spring Push,High Intent,300x250,Gaming App,4220,14.2,58,63.1,2,176.21
2020-05-05,Summer Sale,Medium Intent,300x250,Gaming App,4631,16.61,38,22.69,3,243.83
2020-05-05,Retention,Medium Intent,160x600,News Site,2578,12.78,26,26.72,0,0.0
2020-05-05,Spring Push,High Intent,300x250,News Site,4291,5.76,54,28.49,2,65.2
2020-05-05,Spring Push,High Intent,320x50,Lifestyle Blog,4074,17.02,22,18.31,1,136.95
2020-05-05,Summer Sale,Low Intent,728x90,News Site,3408,8.39,7,3.16,0,0.0
2020-05-05,Summer Sale,High Intent,728x90,Gaming App,4177,9.86,45,47.63,0,0.0
2020-05-05,Awareness,High Intent,300x250,E-commerce,4396,18.37,38,51.39,1,66.55
2020-05-05,Awareness,High Intent,300x250,Social App,3521,11.71,23,33.76,2,328.1
2020-05-05,Retention,Low Intent,300x250,Gaming App,5044,21.17,31,8.63,0,0.0
2020-05-05,Spring Push,Low Intent,160x600,Lifestyle Blog,2468,3.16,13,3.15,0,0.0
2020-05-05,Awareness,High Intent,320x50,News Site,4895,24.76,16,20.32,0,0.0
2020-05-05,Awareness,High Intent,160x600,Video Platform,2624,9.81,14,13.85,0,0.0
2020-05-05,Retention,Medium Intent,320x50,Social App,6225,13.88,40,32.45,3,166.31
2020-05-05,Retention,High Intent,320x50,News Site,4817,13.79,24,34.61,1,93.74
2020-05-05,Retention,Medium Intent,300x250,Lifestyle Blog,3548,5.05,20,15.56,2,75.85
2020-05-05,Spring Push,Medium Intent,320x50,Video Platform,5480,17.5,25,14.34,1,82.51
2020-05-05,Awareness,High Intent,728x90,Gaming App,3669,11.26,24,30.78,1,83.07
2020-05-05,Summer Sale,Low Intent,728x90,Video Platform,3701,12.01,23,8.77,2,56.25
2020-05-05,Awareness,High Intent,728x90,E-commerce,2663,7.44,23,19.97,1,89.07
2020-05-05,Summer Sale,Medium Intent,160x600,Gaming App,2846,7.79,16,14.56,0,0.0
2020-05-05,Spring Push,Medium Intent,728x90,Video Platform,3580,10.95,31,13.36,0,0.0
2020-05-05,Summer Sale,High Intent,300x250,Gaming App,4444,8.77,37,21.09,3,206.6
2020-05-06,Retention,High Intent,160x600,Lifestyle Blog,1848,5.32,10,10.41,0,0.0
2020-05-06,Summer Sale,Medium Intent,160x600,Lifestyle Blog,2054,4.85,15,14.2,0,0.0
2020-05-06,Summer Sale,High Intent,300x250,Social App,3870,20.26,48,49.79,4,443.01
2020-05-06,Retention,Medium Intent,300x250,Social App,4669,7.31,41,50.06,2,80.56
2020-05-06,Spring Push,High Intent,320x50,Lifestyle Blog,4500,8.6,23,6.75,3,111.8
2020-05-06,Summer Sale,High Intent,160x600,Social App,2693,3.73,22,7.87,0,0.0
2020-05-06,Summer Sale,High Intent,160x600,News Site,2653,4.93,29,11.21,1,80.69
2020-05-06,Spring Push,High Intent,160x600,Video Platform,2010,10.95,8,10.67,0,0.0
2020-05-06,Spring Push,High Intent,160x600,Social App,3006,8.68,24,9.2,1,112.46
2020-05-06,Spring Push,Medium Intent,160x600,Gaming App,3476,14.06,24,33.74,0,0.0
2020-05-06,Spring Push,Medium Intent,160x600,Social App,2900,5.86,20,15.83,0,0.0
2020-05-06,Spring Push,Low Intent,320x50,E-commerce,6044,14.06,20,15.73,0,0.0
2020-05-06,Retention,High Intent,300x250,Social App,4936,23.61,49,42.61,2,73.86
2020-05-06,Spring Push,High Intent,728x90,Social App,3931,19.46,37,54.94,1,79.8
2020-05-06,Retention,Low Intent,160x600,Video Platform,2999,12.32,20,9.85,0,0.0
2020-05-06,Spring Push,Medium Intent,160x600,News Site,2699,9.14,16,16.38,1,68.68
2020-05-07,Spring Push,Low Intent,728x90,Video Platform,4301,21.68,27,15.44,0,0.0
2020-05-07,Summer Sale,Low Intent,300x250,Lifestyle Blog,3695,10.34,24,13.99,0,0.0
2020-05-07,Spring Push,High Intent,320x50,News Site,4982,6.58,37,32.84,1,84.14
2020-05-07,Retention,Low Intent,320x50,Video Platform,5021,16.4,22,17.29,0,0.0
2020-05-07,Summer Sale,Medium Intent,320x50,Video Platform,5549,25.19,25,15.2,2,197.13
2020-05-07,Summer Sale,High Intent,728x90,Social App,3515,7.47,25,34.74,1,43.46
2020-05-07,Awareness,High Intent,728x90,News Site,3637,5.26,37,54.26,1,186.06
2020-05-07,Retention,Medium Intent,320x50,Gaming App,6241,20.51,35,18.33,3,182.93
2020-05-07,Summer Sale,High Intent,160x600,Gaming App,2588,4.19,17,13.67,2,236.32
2020-05-07,Retention,Medium Intent,728x90,Video Platform,4599,23.89,24,29.27,0,0.0
2020-05-07,Spring Push,Low Intent,160x600,Gaming App,2980,11.55,15,11.93,0,0.0
2020-05-07,Summer Sale,High Intent,160x600,Gaming App,3054,3.85,31,28.53,1,112.42
2020-05-07,Awareness,High Intent,160x600,E-commerce,1864,6.97,10,6.65,0,0.0
2020-05-07,Retention,High Intent,160x600,News Site,1558,3.81,13,5.77,1,134.56
2020-05-07,Summer Sale,Medium Intent,728x90,Social App,4456,6.44,30,20.23,0,0.0
2020-05-07,Spring Push,High Intent,728x90,Lifestyle Blog,2567,5.33,28,20.98,3,367.91
2020-05-07,Spring Push,Medium Intent,728x90,E-commerce,3731,13.07,26,28.0,0,0.0
2020-05-07,Summer Sale,Medium Intent,728x90,Social App,3949,13.93,40,10.97,1,181.02
2020-05-07,Retention,Medium Intent,160x600,E-commerce,2465,8.07,11,17.5,0,0.0
2020-05-07,Spring Push,Medium Intent,160x600,E-commerce,2107,6.88,4,1.88,0,0.0
2020-05-07,Retention,Medium Intent,728x90,Gaming App,4863,16.3,28,12.61,3,448.49
2020-05-07,Awareness,High Intent,300x250,News Site,4135,20.15,53,47.12,3,207.93
2020-05-07,Spring Push,High Intent,728x90,News Site,2942,11.71,24,16.97,0,0.0
2020-05-07,Summer Sale,High Intent,728x90,Social App,4645,12.88,29,23.34,2,100.58
2020-05-07,Awareness,Medium Intent,160x600,News Site,2708,13.17,18,6.88,0,0.0
2020-05-07,Spring Push,High Intent,728x90,News Site,3403,14.18,35,30.38,0,0.0
2020-05-07,Awareness,Low Intent,160x600,Video Platform,3036,18.1,21,15.26,0,0.0
2020-05-07,Summer Sale,Medium Intent,160x600,Lifestyle Blog,2643,5.0,18,20.65,0,0.0
2020-05-07,Awareness,High Intent,728x90,Video Platform,3243,7.68,31,24.97,2,87.24
2020-05-08,Summer Sale,Medium Intent,320x50,Video Platform,6052,32.84,23,16.15,1,58.92
2020-05-08,Awareness,High Intent,160x600,Social App,2455,12.12,19,7.08,1,113.9
2020-05-08,Retention,Medium Intent,160x600,Social App,1756,7.43,10,4.19,0,0.0
2020-05-08,Retention,Medium Intent,320x50,E-commerce,4926,15.19,30,41.69,1,76.64
2020-05-08,Spring Push,High Intent,160x600,E-commerce,2862,10.46,21,28.96,2,152.25
2020-05-08,Retention,Medium Intent,300x250,Gaming App,4674,14.79,37,11.32,2,122.0
2020-05-08,Retention,High Intent,300x250,Social App,4357,16.67,30,30.1,3,168.52
2020-05-08,Awareness,Low Intent,728x90,Video Platform,4162,7.78,28,11.36,0,0.0
2020-05-08,Spring Push,Low Intent,160x600,Gaming App,2879,12.14,17,6.6,0,0.0
2020-05-08,Spring Push,High Intent,728x90,Video Platform,3102,9.46,23,31.42,4,216.54
2020-05-08,Spring Push,Medium Intent,300x250,Video Platform,5014,17.88,48,34.57,1,89.59
2020-05-08,Spring Push,High Intent,320x50,Video Platform,5407,17.09,42,45.04,2,211.02
2020-05-08,Summer Sale,Low Intent,320x50,Gaming App,6457,8.91,26,13.64,0,0.0
2020-05-08,Summer Sale,Medium Intent,320x50,News Site,5068,6.87,25,13.2,0,0.0
2020-05-08,Summer Sale,Medium Intent,728x90,Social App,4319,15.13,34,29.67,1,66.08
2020-05-08,Summer Sale,High Intent,300x250,Lifestyle Blog,4220,12.0,36,49.03,3,229.24
2020-05-08,Spring Push,High Intent,300x250,News Site,3197,9.64,21,20.28,1,39.65
2020-05-08,Awareness,High Intent,320x50,Social App,6041,29.98,38,25.46,1,134.61
2020-05-08,Spring Push,Medium Intent,300x250,Lifestyle Blog,3802,16.07,32,12.02,1,148.18
2020-05-09,Summer Sale,Medium Intent,320x50,Video Platform,6113,16.64,16,13.69,0,0.0
2020-05-09,Retention,Medium Intent,320x50,Social App,6509,32.64,24,17.84,1,120.06
2020-05-09,Spring Push,High Intent,728x90,Social App,4620,10.4,21,24.55,2,207.12
2020-05-09,Summer Sale,Medium Intent,160x600,Video Platform,2664,13.6,22,16.1,0,0.0
2020-05-09,Awareness,High Intent,300x250,News Site,3457,14.34,32,17.27,2,204.46
2020-05-09,Summer Sale,Medium Intent,320x50,Social App,6149,27.95,44,21.89,0,0.0
2020-05-09,Spring Push,Medium Intent,320x50,News Site,5155,26.88,21,9.98,1,62.54
2020-05-09,Awareness,Low Intent,320x50,Social App,7094,30.78,24,20.76,0,0.0
2020-05-09,Spring Push,High Intent,728x90,Video Platform,4123,10.94,32,37.31,3,298.99
2020-05-09,Awareness,Low Intent,320x50,News Site,5209,13.24,16,13.73,1,40.42
2020-05-09,Awareness,Medium Intent,320x50,Gaming App,6829,16.22,31,33.14,0,0.0
2020-05-09,Awareness,High Intent,320x50,Social App,5779,15.85,33,16.13,2,196.57
2020-05-09,Awareness,Low Intent,160x600,Social App,3487,16.12,23,4.44,0,0.0
2020-05-09,Summer Sale,High Intent,320x50,Gaming App,6611,25.13,38,30.06,2,107.55
2020-05-09,Awareness,High Intent,160x600,E-commerce,2364,12.95,4,5.26,0,0.0
2020-05-09,Spring Push,High Intent,300x250,News Site,3600,11.06,45,32.75,1,45.64
2020-05-10,Awareness,Low Intent,320x50,E-commerce,5696,11.42,18,4.98,0,0.0
2020-05-10,Retention,Medium Intent,320x50,E-commerce,4695,18.85,21,17.49,1,119.4
2020-05-10,Summer Sale,Low Intent,320x50,E-commerce,5613,18.5,26,17.24,0,0.0
2020-05-10,Retention,Medium Intent,300x250,Gaming App,5575,26.09,37,26.05,1,150.2
2020-05-10,Spring Push,Medium Intent,728x90,News Site,3763,17.71,23,19.94,0,0.0
2020-05-10,Summer Sale,High Intent,728x90,Social App,4754,18.49,41,70.05,2,89.66
2020-05-10,Retention,High Intent,320x50,News Site,4577,17.32,32,37.86,1,65.26
2020-05-10,Summer Sale,High Intent,728x90,E-commerce,3357,13.54,18,19.97,0,0.0
2020-05-10,Awareness,High Intent,300x250,News Site,4119,8.96,24,11.88,1,152.39
2020-05-10,Summer Sale,Medium Intent,160x600,Lifestyle Blog,2782,5.08,14,2.15,1,144.04
2020-05-10,Summer Sale,Low Intent,300x250,Video Platform,6298,26.31,35,18.36,0,0.0
2020-05-10,Summer Sale,High Intent,728x90,Social App,4180,6.12,27,39.43,0,0.0
2020-05-10,Spring Push,Low Intent,300x250,Lifestyle Blog,3430,14.81,31,9.13,0,0.0
2020-05-10,Awareness,Low Intent,160x600,Gaming App,4043,12.47,26,21.46,0,0.0
2020-05-10,Summer Sale,Medium Intent,320x50,News Site,5486,27.81,25,15.77,1,123.73
2020-05-10,Retention,High Intent,728x90,E-commerce,3990,11.9,44,35.05,3,494.1
2020-05-10,Summer Sale,High Intent,160x600,Video Platform,3440,15.98,22,17.95,0,0.0
2020-05-10,Retention,High Intent,320x50,Lifestyle Blog,4006,8.96,31,33.42,1,130.26
2020-05-10,Awareness,High Intent,160x600,Lifestyle Blog,2120,8.84,24,17.78,1,72.4
2020-05-10,Awareness,Low Intent,300x250,Social App,5507,13.4,53,58.45,1,180.33
2020-05-11,Retention,High Intent,320x50,Lifestyle Blog,4250,15.23,25,15.37,1,134.91
2020-05-11,Awareness,Medium Intent,300x250,Social App,4194,7.67,19,7.0,0,0.0
2020-05-11,Summer Sale,High Intent,320x50,Video Platform,4822,28.19,26,52.51,0,0.0
2020-05-11,Summer Sale,Medium Intent,160x600,News Site,2781,8.85,16,10.16,1,104.08
2020-05-11,Retention,High Intent,320x50,Social App,5376,28.74,35,36.96,4,414.27
2020-05-11,Spring Push,High Intent,728x90,News Site,2850,12.97,13,14.49,0,0.0
2020-05-11,Retention,High Intent,300x250,Lifestyle Blog,3962,9.55,56,78.6,3,137.74
2020-05-11,Retention,High Intent,320x50,E-commerce,5556,10.02,24,28.53,0,0.0
2020-05-11,Summer Sale,Medium Intent,300x250,Video Platform,4230,10.91,40,40.08,0,0.0
2020-05-11,Spring Push,High Intent,320x50,E-commerce,4695,8.08,20,22.58,0,0.0
2020-05-11,Summer Sale,High Intent,320x50,E-commerce,5804,15.22,39,16.72,2,118.98
2020-05-11,Awareness,High Intent,160x600,Video Platform,2196,10.65,23,22.14,1,56.19
2020-05-11,Spring Push,High Intent,320x50,News Site,5391,18.06,40,50.1,6,146.91
2020-05-11,Retention,Low Intent,728x90,Social App,4061,12.79,11,12.62,0,0.0
2020-05-11,Retention,Medium Intent,160x600,Video Platform,2318,3.59,13,8.19,0,0.0
2020-05-11,Summer Sale,Medium Intent,300x250,Gaming App,4823,6.12,27,12.59,1,78.42
2020-05-11,Retention,Medium Intent,300x250,Social App,4652,17.89,34,43.57,0,0.0
2020-05-11,Awareness,Medium Intent,160x600,Video Platform,3156,8.3,18,19.4,1,94.21
2020-05-11,Awareness,Medium Intent,320x50,Lifestyle Blog,5139,9.64,31,31.86,0,0.0
2020-05-11,Summer Sale,High Intent,320x50,Lifestyle Blog,4404,16.93,21,15.2,1,70.71
2020-05-11,Summer Sale,Medium Intent,300x250,E-commerce,3874,10.53,32,39.62,2,209.77
2020-05-11,Awareness,Medium Intent,160x600,Lifestyle Blog,2193,3.3,16,14.21,0,0.0
2020-05-12,Spring Push,Medium Intent,160x600,Lifestyle Blog,2191,8.31,13,3.48,1,119.69
